#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=Ipak, nastavio je da radi na esperantu sve dok nije umro od srčanog udara 1921. godine.
639-14	12694-12705	Zakonodavni	A	ADJ	_	_	zakonodavan	_	_	_	ENG30-02829565-a	1	ENG30-02829565-a	U ovom kontekstu, 'zakonodavni' se odnosi na rad koji je povezan sa zakonodavstvom, odnosno sa izradom i donošenjem zakona, što odgovara ponuđenom značenju.	
639-15	12706-12709	rad	N	NOUN	_	_	rad	_	_	_	ENG30-00575741-n	5	ENG30-00575741-n;ENG30-03838535-n;ENG30-04599396-n;ENG30-05755883-n;ENG30-06269956-n	U ovom kontekstu, 'rad' se odnosi na organizovanu aktivnost ili skup zadataka u okviru zakonodavne oblasti, što najpreciznije odgovara značenju 'aktivnost koja je usmerena ka tome da se nešto uradi'.	
639-16	12710-12711	1	NUM	NUM	_	_	1	_	_	_	_	_	_	_	
639-17	12711-12712	;	PUNCT	PUNCT	_	_	\;	_	_	_	_	_	_	_	
639-18	12713-12724	Zakonodavni	A	ADJ	_	_	zakonodavan	_	_	_	ENG30-02829565-a	1	ENG30-02829565-a	U ovom kontekstu, 'zakonodavni' se odnosi na rad koji je povezan sa zakonodavstvom, odnosno sa izradom i donošenjem zakona, što je u skladu sa ponuđenim značenjem.	
639-19	12725-12728	rad	N	NOUN	_	_	rad	_	_	_	ENG30-00575741-n	5	ENG30-00575741-n;ENG30-03838535-n;ENG30-04599396-n;ENG30-05755883-n;ENG30-06269956-n	U ovom kontekstu, 'rad' se odnosi na organizovanu aktivnost ili delatnost u okviru zakonodavnog procesa, što odgovara značenju aktivnosti usmerene ka tome da se nešto uradi.	
639-20	12729-12730	2	NUM	NUM	_	_	2	_	_	_	_	_	_	_	
639-21	12730-12731	;	PUNCT	PUNCT	_	_	\;	_	_	_	_	_	_	_	
639-22	12732-12744	Komunikacija	N	NOUN	_	_	komunikacija	_	_	_	ENG30-07279285-n	2	ENG30-00033020-n;ENG30-07279285-n	U ovom kontekstu, 'Komunikacija' se odnosi na organizacionu jedinicu koja se bavi komunikativnom interakcijom, odnosno razmenom informacija unutar i izvan organizacije.	
639-23	12744-12745	;	PUNCT	PUNCT	_	_	\;	_	_	_	_	_	_	_	
639-24	12746-12753	Ljudski	A	ADJ	_	_	ljudski	2[1069]	ljudski resurs[1069]	NID[1069]	LLM-0110[2095]	1[2095]	LLM-0110[2095]	U ovom kontekstu, 'ljudski resursi' se odnosi na zaposlene i upravljanje njima kao delu organizacione strukture, što odgovara ponuđenom značenju.[2095]	
639-25	12754-12761	resursi	N	NOUN	_	_	resurs	2[1069]	ljudski resurs[1069]	NID[1069]	LLM-0110[2095]	1[2095]	LLM-0110[2095]	U ovom kontekstu, 'ljudski resursi' se odnosi na zaposlene i upravljanje njima kao delu organizacione strukture, što odgovara ponuđenom značenju.[2095]	
639-26	12762-12763	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
639-27	12764-12773	Finansije	N	NOUN	_	_	finansije	_	_	_	ENG30-01098698-n	1	ENG30-01098698-n	U ovom kontekstu, 'finansije' se odnose na poslovnu aktivnost upravljanja novcem i kapitalom u okviru organizacije, što odgovara ponuđenom značenju.	
639-28	12773-12774	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Informacije se mogu koristiti i iznova koristiti u komercijalne ili nekomercijalne svrhe.
640-1	12774-12785	Informacije	N	NOUN	_	_	informacija	_	_	_	ENG30-05816287-n	3	ENG30-05091527-n;ENG30-05816287-n;ENG30-06634376-n	U ovom kontekstu, 'informacije' se odnose na znanje koje se može koristiti u različite svrhe, što odgovara značenju znanja pribavljenog učenjem, iskustvom ili podukom.	
640-2	12786-12788	se	PAR	PART	_	_	se	_	_	_	_	_	_	_	
640-3	12789-12793	mogu	V	VERB	_	_	moći	_	_	_	ENG30-02523221-v	1	ENG30-02523221-v	U ovom kontekstu, 'mogu' označava mogućnost ili dozvolu, a ne istrajavanje ili uspevanje, tako da ponuđeno značenje nije primenjivo.	
640-4	12794-12803	koristiti	V	VERB	_	_	koristiti	_	_	_	ENG30-01224415-v	6	ENG30-01165043-v;ENG30-01224415-v;ENG30-02436963-v;ENG30-02541251-v;ENG30-02561332-v;ENG30-02707429-v	U ovom kontekstu, 'koristiti' znači upotrebljavati informacije na efektivan način za određene svrhe, što odgovara značenju 'rukovati efektivno'.	
640-5	12804-12805	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
640-6	12806-12812	iznova	ADV	ADV	_	_	iznova	_	_	_	ENG30-00040365-b	1	ENG30-00040365-b	U ovom kontekstu, 'iznova' znači 'nanovo', odnosno da se informacije mogu ponovo koristiti, što odgovara ponuđenom značenju.	
640-7	12813-12822	koristiti	V	VERB	_	_	koristiti	_	_	_	ENG30-01224415-v	6	ENG30-01165043-v;ENG30-01224415-v;ENG30-02436963-v;ENG30-02541251-v;ENG30-02561332-v;ENG30-02707429-v	U ovom kontekstu, 'koristiti' znači upotrebljavati informacije na efektivan način za određene svrhe, što odgovara značenju 'rukovati efektivno'.	
640-8	12823-12824	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
640-9	12825-12837	komercijalne	A	ADJ	_	_	komercijalan	_	_	_	ENG30-00483146-a	3	ENG30-00483146-a;ENG30-02346878-a;ENG30-03137558-a	U ovom kontekstu, 'komercijalne svrhe' označava upotrebu informacija u vezi sa trgovinom ili poslovanjem, što odgovara značenju povezano sa trgovinom.	
640-10	12838-12841	ili	CONJ	CCONJ	_	_	ili	_	_	_	_	_	_	_	
640-11	12842-12856	nekomercijalne	A	ADJ	_	_	nekomercijalan	_	_	_	ENG30-00484333-a	1	ENG30-00484333-a	U ovom kontekstu, 'nekomercijalne' svrhe označavaju upotrebu informacija koja nije povezana sa komercijalnom delatnošću, što precizno odgovara ponuđenom značenju.	
640-12	12857-12862	svrhe	N	NOUN	_	_	svrha	_	_	_	ENG30-05982152-n	4	ENG30-05807012-n;ENG30-05982152-n;ENG30-05984066-n;ENG30-09179606-n	U ovom kontekstu, 'svrhe' se odnosi na predviđeni ishod ili cilj zbog kojeg se informacije koriste, što odgovara značenju 'predviđeni ishod koji se namerava postići i koji vodi nečije planirano ponašanje'.	
640-13	12862-12863	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Kod dece kašalj traje duže od deset dana u 35–40 % slučajeva, a u 10 % slučajeva traje duže od 25 dana.
641-1	12863-12866	Kod	PREP	ADP	_	_	kod	_	_	_	_	_	_	_	
641-2	12867-12871	dece	N	NOUN	_	_	deca	_	_	_	DRS0-457358/0.0	2	DRS0-457358/0.0;DRS0-457359/0.0	U ovom kontekstu, 'deca' se odnosi na ljude u ranom uzrastu života, tj. mlade osobe koje još nisu odrasle, što je u skladu sa prvim značenjem.	
641-3	12872-12878	kašalj	N	NOUN	_	_	kašalj	_	_	_	ENG30-14359174-n	2	ENG30-00111864-n;ENG30-14359174-n	U ovom medicinskom kontekstu, 'kašalj' se odnosi na simptom bolesti, što odgovara značenju iz definicije pod ovim ID-jem.	
641-4	12879-12884	traje	V	VERB	_	_	trajati	_	_	_	ENG30-02618149-v	2	ENG30-02618149-v;ENG30-02704928-v	U ovom kontekstu, 'trajati' označava da kašalj nastavlja da postoji tokom određenog vremenskog perioda, što odgovara značenju 'nastavljati da traje'.	
641-5	12885-12889	duže	ADV	ADV	_	_	duže	_	_	_	ENG30-00392690-b	1	ENG30-00392690-b	U ovom kontekstu, 'duže' označava trajanje kašlja tokom većeg vremenskog perioda, što odgovara značenju 'duže vreme'.	
641-6	12890-12892	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
641-7	12893-12898	deset	NUM	NUM	_	_	deset	_	_	_	_	_	_	_	
641-8	12899-12903	dana	N	NOUN	_	_	dan	_	_	_	ENG30-15157041-n	8	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	U ovom kontekstu, 'dan' označava vremenski period od 24 sata, računat od ponoći do ponoći, što je standardna jedinica za merenje trajanja bolesti.	
641-9	12904-12905	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
641-10	12906-12908	35	NUM	NUM	_	_	35	_	_	_	_	_	_	_	
641-11	12908-12909	–	PUNCT	PUNCT	_	_	–	_	_	_	_	_	_	_	
641-12	12909-12911	40	NUM	NUM	_	_	40	_	_	_	_	_	_	_	
641-13	12912-12913	%	PUNCT	SYM	_	_	%	_	_	_	_	_	_	_	
641-14	12914-12923	slučajeva	N	NOUN	_	_	slučaj	_	_	_	ENG30-07308889-n	7	ENG30-06649426-n;ENG30-06784966-n;ENG30-07300960-n;ENG30-07308889-n;ENG30-09898892-n;ENG30-13766436-n;ENG30-13943400-n	U ovom kontekstu, 'slučaj' označava pojedinačan primer pojave (dece sa kašljem koji traje određeno vreme), što odgovara značenju 'primer nečega'.	
641-15	12923-12924	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
641-16	12925-12926	a	CONJ	CCONJ	_	_	a	_	_	_	_	_	_	_	
641-17	12927-12928	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
641-18	12929-12931	10	NUM	NUM	_	_	10	_	_	_	_	_	_	_	
641-19	12932-12933	%	PUNCT	SYM	_	_	%	_	_	_	_	_	_	_	
641-20	12934-12943	slučajeva	N	NOUN	_	_	slučaj	_	_	_	ENG30-07308889-n	7	ENG30-06649426-n;ENG30-06784966-n;ENG30-07300960-n;ENG30-07308889-n;ENG30-09898892-n;ENG30-13766436-n;ENG30-13943400-n	U ovom kontekstu, 'slučaj' se odnosi na primer pojave (dece kod kojih kašalj traje određeno vreme), što najpreciznije odgovara značenju 'primer nečega'.	
641-21	12944-12949	traje	V	VERB	_	_	trajati	_	_	_	ENG30-02618149-v	2	ENG30-02618149-v;ENG30-02704928-v	U ovom kontekstu, 'trajati' označava da kašalj nastavlja da postoji tokom određenog vremenskog perioda, što odgovara značenju 'nastavljati da traje'.	
641-22	12950-12954	duže	ADV	ADV	_	_	duže	_	_	_	ENG30-00392690-b	1	ENG30-00392690-b	U ovom kontekstu, 'duže' označava trajanje kroz veći vremenski period, što odgovara značenju 'duže vreme'.	
641-23	12955-12957	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
641-24	12958-12960	25	NUM	NUM	_	_	25	_	_	_	_	_	_	_	
641-25	12961-12965	dana	N	NOUN	_	_	dan	_	_	_	ENG30-15157041-n	8	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	U ovom kontekstu, 'dan' označava vremenski period od 24 sata, računat od ponoći do ponoći, što je standardna jedinica za merenje trajanja kašlja.	
641-26	12965-12966	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Oni uglavnom jedu sedeći na zemlji.
642-1	12966-12969	Oni	PRO	PRON	_	_	oni	_	_	_	_	_	_	_	
642-2	12970-12978	uglavnom	ADV	ADV	_	_	uglavnom	_	_	_	ENG30-00155621-b	4	ENG30-00006105-b;ENG30-00041954-b;ENG30-00073897-b;ENG30-00155621-b	U ovom kontekstu, 'uglavnom' znači 'obično' ili 'po pravilu', jer rečenica govori o uobičajenoj praksi ili navici, a ne o procentualnoj većini ili pretežnosti.	
642-3	12979-12983	jedu	V	VERB	_	_	jesti	_	_	_	ENG30-01168468-v	2	ENG30-01168468-v;ENG30-01179865-v	U kontekstu rečenice, 'jesti' se odnosi na čin uzimanja čvrste hrane, bez ograničenja na ljude ili životinje, što odgovara ovom značenju.	
642-4	12984-12990	sedeći	V	VERB	_	_	sedeti	_	_	_	ENG30-01978700-v	2	ENG30-01978700-v;ENG30-01984902-v	U ovom kontekstu, 'sedeći' opisuje stanje u kojem se neko nalazi dok jede, odnosno da su smestili sebe u sedeći položaj na zemlji, što odgovara značenju 'odmoriti se, smestiti se'.	
642-5	12991-12993	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
642-6	12994-13000	zemlji	N	NOUN	_	_	zemlja	_	_	_	ENG30-09334396-n	10	ENG30-08493064-n;ENG30-08544813-n;ENG30-09270894-n;ENG30-09334396-n;ENG30-09335240-n;ENG30-09451517-n;ENG30-13250048-n;ENG30-14842992-n;ENG30-14844414-n;ENG30-14844693-n	U ovom kontekstu, 'zemlja' se odnosi na čvrsti deo Zemljine površine na kojem ljudi mogu da sede, što najpreciznije odgovara ovom značenju.	
642-7	13000-13001	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=U logici, a posebno u njenoj primeni na matematiku i filozofiju, kontraprimer je izuzetak od predloženog opšteg pravila ili zakona.
643-1	13001-13002	U	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
643-2	13003-13009	logici	N	NOUN	_	_	logika	_	_	_	ENG30-06163751-n	3	ENG30-05664069-n;ENG30-05972417-n;ENG30-06163751-n	U ovom kontekstu, 'logika' se odnosi na granu filozofije koja analizira zaključivanje, što je u skladu sa upotrebom reči u vezi sa matematikom i filozofijom.	
643-3	13009-13010	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
643-4	13011-13012	a	CONJ	CCONJ	_	_	a	_	_	_	_	_	_	_	
643-5	13013-13020	posebno	ADV	ADV	_	_	posebno	_	_	_	ENG30-00248765-b	4	ENG30-00041758-b;ENG30-00084223-b;ENG30-00207668-b;ENG30-00248765-b	U ovom kontekstu, 'posebno' označava izdvajanje primene logike na matematiku i filozofiju kao specifične ili posebno razlikovane oblasti, što odgovara ovom značenju.	
643-6	13021-13022	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
643-7	13023-13029	njenoj	PRO	DET	_	_	njen	_	_	_	_	_	_	_	
643-8	13030-13037	primeni	N	NOUN	_	_	primena	_	_	_	ENG30-00036061-n	2	ENG30-00036061-n;ENG30-05149978-n	U ovom kontekstu, 'primena' se odnosi na čin korišćenja logike u matematici i filozofiji, što odgovara značenju 'čin primene nečega; korišćenje u određenu svrhu'.	
643-9	13038-13040	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
643-10	13041-13051	matematiku	N	NOUN	_	_	matematika	_	_	_	ENG30-06000644-n	1	ENG30-06000644-n	U ovom kontekstu, 'matematika' se odnosi na nauku koja proučava logiku količine, oblika i poretka, što je u skladu sa ponuđenim značenjem.	
643-11	13052-13053	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
643-12	13054-13064	filozofiju	N	NOUN	_	_	filozofija	_	_	_	ENG30-06158346-n	1	ENG30-06158346-n	U ovom kontekstu, 'filozofija' se odnosi na disciplinu koja racionalno istražuje pitanja postojanja, znanja i etike, što je u skladu sa njenom primenom u logici i matematici.	
643-13	13064-13065	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
643-14	13066-13078	kontraprimer	N	NOUN	_	_	kontraprimer	_	_	_	CVDf-308/0	1	CVDf-308/0	U ovom kontekstu, 'kontraprimer' označava primer koji pokazuje izuzetak od opšteg pravila, odnosno primer koji protivreči predloženoj teoriji ili zakonu, što se poklapa sa datim značenjem.	
643-15	13079-13081	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
643-16	13082-13090	izuzetak	N	NOUN	_	_	izuzetak	_	_	_	ENG30-05821246-n	1	ENG30-05821246-n	U ovom kontekstu, 'izuzetak' označava slučaj koji ne odgovara opštem pravilu, što se precizno poklapa sa datim značenjem.	
643-17	13091-13093	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
643-18	13094-13105	predloženog	A	ADJ	_	_	predložen	_	_	_	ENG30-01737449-a	1	ENG30-01737449-a	U ovom kontekstu, 'predložen' znači 'koji je iznet kao predlog' ili 'koji je predložen', a ne 'planiran za budućnost', tako da ponuđeno značenje nije odgovarajuće.	
643-19	13106-13112	opšteg	A	ADJ	_	_	opšti	_	_	_	ENG30-01101391-a	6	ENG30-00485711-a;ENG30-00527188-a;ENG30-00783840-a;ENG30-01101391-a;ENG30-01839663-a;ENG30-02635499-a	U ovom kontekstu, 'opšte pravilo' označava pravilo koje se primenjuje na sve ili većinu članova određene kategorije, što je upravo značenje ovog ID-ja.	
643-20	13113-13120	pravila	N	NOUN	_	_	pravilo	_	_	_	ENG30-05913538-n	6	ENG30-05667613-n;ENG30-05846932-n;ENG30-05874232-n;ENG30-05913538-n;ENG30-06652242-n;ENG30-06788897-n	U ovom kontekstu, 'pravilo' se odnosi na opštu generalizaciju ili zakon koji se smatra istinitim i koristi se kao osnova za razmišljanje, što je upravo značenje ovog ID-ja.	
643-21	13121-13124	ili	CONJ	CCONJ	_	_	ili	_	_	_	_	_	_	_	
643-22	13125-13131	zakona	N	NOUN	_	_	zakon	_	_	_	ENG30-06532330-n	2	ENG30-06532330-n;ENG30-06564387-n	U ovom kontekstu, 'zakon' se odnosi na univerzalni princip ili pravilo u matematici i filozofiji, a ne na pravni dokument ili akt zakonodavnog tela, pa nijedno od ponuđenih značenja nije primenjivo.	
643-23	13131-13132	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Tokom snošaja mužjak će zagristi kožu ženkinog vrata.
644-1	13132-13137	Tokom	PREP	ADP	_	_	tokom	_	_	_	_	_	_	_	
644-2	13138-13145	snošaja	N	NOUN	_	_	snošaj	_	_	_	DRJ0-177166/0	1	DRJ0-177166/0	U ovom kontekstu, 'snošaj' se odnosi na polni odnos između mužjaka i ženke, što je u skladu sa ponuđenim značenjem.	
644-3	13146-13152	mužjak	N	NOUN	_	_	mužjak	_	_	_	ENG30-01321230-n	1	ENG30-01321230-n	U ovom kontekstu, 'mužjak' se odnosi na životinju muškog pola koja učestvuje u parenju, što odgovara definiciji iz ponuđenog značenja.	
644-4	13153-13155	će	V	AUX	_	_	hteti	_	_	_	_	_	_	_	
644-5	13156-13164	zagristi	V	VERB	_	_	zagristi	_	_	_	DRJ0-241525/1a.	3	DRJ0-241525/1a.;DRJ0-241525/1b.;DRJ0-241525/2	U ovom kontekstu, 'zagristi' znači da mužjak zubima zahvata ili pritiska kožu ženkinog vrata, što odgovara značenju 'zariti zube u nešto, zahvatiti zubima'.	
644-6	13165-13169	kožu	N	NOUN	_	_	koža	_	_	_	ENG30-01895735-n	4	ENG30-01895735-n;ENG30-05238282-n;ENG30-13926786-n;ENG30-14759722-n	U ovom kontekstu, 'koža' se odnosi na telesni pokrivač živih životinja, odnosno na površinu vrata ženke koju mužjak grize tokom snošaja.	
644-7	13170-13178	ženkinog	A	ADJ	_	_	ženkin	_	_	_	DRS0-473813/0.0	1	DRS0-473813/0.0	U ovom kontekstu, 'ženkinog' označava da vrat pripada ženki, što se precizno poklapa sa ponuđenim značenjem.	
644-8	13179-13184	vrata	N	NOUN	_	_	vrat	_	_	_	ENG30-05546540-n	3	ENG30-05546540-n;ENG30-07656452-n;ENG30-07661357-n	U ovom kontekstu, 'vrat' se odnosi na deo tela životinje koji povezuje glavu sa ostatkom tela, što je mesto koje mužjak grize tokom snošaja.	
644-9	13184-13185	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Albanija je 1924. godine postala republika.
645-1	13185-13193	Albanija	N	PROPN	http://www.wikidata.org/entity/Q222	LOC	Albanija	_	_	_	_	_	_	_	
645-2	13194-13196	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
645-3	13197-13202	1924.	A	ADJ	_	_	1924.	_	_	_	_	_	_	_	
645-4	13203-13209	godine	N	NOUN	_	_	godina	_	_	_	ENG30-15202634-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	U ovom kontekstu, '1924. godine' označava kalendarsku godinu po Gregorijanskom kalendaru, što najpreciznije odgovara ovom značenju.	
645-5	13210-13217	postala	V	VERB	_	_	postati	_	_	_	ENG30-00149583-v	5	ENG30-00094460-v;ENG30-00149583-v;ENG30-02381571-v;ENG30-02623529-v;ENG30-02626604-v	U ovom kontekstu, 'postati' znači da je Albanija ušla u novo stanje, odnosno da je prešla iz jednog oblika državnog uređenja u drugi (republiku).	
645-6	13218-13227	republika	N	NOUN	_	_	republika	_	_	_	ENG30-08362917-n	2	ENG30-08361329-n;ENG30-08362917-n	U ovom kontekstu, 'republika' označava oblik vlade u kojem šef države nije monarh, što se odnosi na promenu državnog uređenja Albanije 1924. godine.	
645-7	13227-13228	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Dobio je titulu barona 1872. godine.
646-1	13228-13233	Dobio	V	VERB	_	_	dobiti	_	_	_	ENG30-02210119-v	19	ENG30-00056930-v;ENG30-00065639-v;ENG30-00087736-v;ENG30-00094460-v;ENG30-00522751-v;ENG30-00524682-v;ENG30-01108148-v;ENG30-02108654-v;ENG30-02109645-v;ENG30-02210119-v;ENG30-02238085-v;ENG30-02247390-v;ENG30-02288295-v;ENG30-02292125-v;ENG30-02293148-v;ENG30-02315525-v;ENG30-02355596-v;ENG30-02359340-v;ENG30-02611373-v	U ovom kontekstu, 'dobiti' znači doći u posed nečega, odnosno steći titulu barona, što najpreciznije odgovara ovom značenju.	
646-2	13234-13236	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
646-3	13237-13243	titulu	N	NOUN	_	_	titula	_	_	_	ENG30-06339416-n	2	ENG30-06339416-n;ENG30-13948912-n	U ovom kontekstu, 'titula' se odnosi na plemićki status ili zvanje (baron), što odgovara značenju obraćanja koje označava status ili funkciju.	
646-4	13244-13250	barona	N	NOUN	http://www.wikidata.org/entity/Q165503	ROLE	baron	_	_	_	ENG30-09840520-n	3	ENG30-09840217-n;ENG30-09840520-n;ENG30-10271677-n	U ovom kontekstu, 'baron' se odnosi na osobu koja je dobila plemićku titulu, što odgovara značenju plemića različitog ranga u raznim zemljama.	
646-5	13251-13256	1872.	A	ADJ	_	_	1872.	_	_	_	_	_	_	_	
646-6	13257-13263	godine	N	NOUN	_	_	godina	_	_	_	ENG30-15202634-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	U ovom kontekstu, '1872. godine' označava određenu kalendarsku godinu po Gregorijanskom kalendaru, što odgovara ovom značenju.	
646-7	13263-13264	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Potpuno nezavisna Bugarska patrijaršija zvanično je priznata 927. godine.
647-1	13264-13271	Potpuno	ADV	ADV	_	_	potpuno	_	_	_	ENG30-00006777-b	5	ENG30-00006777-b;ENG30-00008600-b;ENG30-00057257-b;ENG30-00057626-b;ENG30-00178909-b	U ovom kontekstu, 'potpuno' znači da je Bugarska patrijaršija bila nezavisna u punoj ili celoj meri, bez ograničenja ili delimičnosti, što odgovara ovom značenju.	
647-2	13272-13281	nezavisna	A	ADJ	_	_	nezavisan	_	_	_	ENG30-00727564-a	3	ENG30-00727564-a;ENG30-00730215-a;ENG30-01062393-a	U ovom kontekstu, 'nezavisna' označava da Bugarska patrijaršija nije bila pod spoljašnjom kontrolom ili ograničenjima, što odgovara značenju oslobođenosti od spoljašnje kontrole.	
647-3	13282-13290	Bugarska	A	ADJ	http://www.wikidata.org/entity/Q134479938[257]	ORG[257]	bugarski	_	_	_	ENG30-03051307-a	1	ENG30-03051307-a	U ovom kontekstu, 'bugarska' se odnosi na patrijaršiju koja pripada Bugarskoj, odnosno tiče se Bugarske i njene crkvene institucije, što odgovara ponuđenom značenju.	
647-4	13291-13303	patrijaršija	N	NOUN	http://www.wikidata.org/entity/Q134479938[257]	ORG[257]	patrijaršija	_	_	_	ENG30-08617873-n	2	BILI-00000296;ENG30-08617873-n	U ovom kontekstu, 'patrijaršija' se odnosi na crkvenu instituciju ili jurisdikciju kojom upravlja patrijarh, a ne na samu zgradu.	
647-5	13304-13312	zvanično	ADV	ADV	_	_	zvanično	_	_	_	ENG30-00186491-b	1	ENG30-00186491-b	U ovom kontekstu, 'zvanično' znači da je priznavanje Bugarske patrijaršije izvršeno sa zvaničnim ovlašćenjem, odnosno formalno i od strane nadležnih autoriteta.	
647-6	13313-13315	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
647-7	13316-13324	priznata	V	VERB	_	_	priznati	_	_	_	ENG30-00592883-v	8	ENG30-00592883-v;ENG30-00723545-v;ENG30-00727791-v;ENG30-00760735-v;ENG30-00817311-v;ENG30-00892467-v;ENG30-01059123-v;ENG30-02546467-v	U ovom kontekstu, 'priznata' znači da je Bugarska patrijaršija zvanično prihvaćena kao nezavisna i da joj je priznat autoritet, što odgovara ovom značenju.	
647-8	13325-13329	927.	A	ADJ	_	_	927.	_	_	_	_	_	_	_	
647-9	13330-13336	godine	N	NOUN	_	_	godina	_	_	_	ENG30-15202634-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	U ovom kontekstu, 'godine' se odnosi na određenu kalendarsku godinu (927), što odgovara značenju godine računatoj od 1. januara do 31. decembra po Gregorijanskom kalendaru.	
647-10	13336-13337	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Genik i njegova porodica, supruga i četvoro dece pridružili su se grupi od 64 Ukrajinca koja su se iskrcala u grad Kvebek 22. juna 1896. godine.
648-1	13337-13342	Genik	N	PROPN	http://www.wikidata.org/entity/Q550785	PERS	Genik	_	_	_	_	_	_	_	
648-2	13343-13344	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
648-3	13345-13352	njegova	PRO	DET	_	_	njegov	_	_	_	_	_	_	_	
